Gene.ID,C,A,P,AP,Cluster
HORVU.MOREX.r3.1HG0070370,52,63,95,114,c1
HORVU.MOREX.r3.1HG0070690,182,110,30,28,c1
HORVU.MOREX.r3.1HG0070700,100,59,8,9,c1
HORVU.MOREX.r3.1HG0070730,63,9,0,0,c1
HORVU.MOREX.r3.1HG0070840,1830,1665,256,295,c1
HORVU.MOREX.r3.1HG0070890,3,14,86,27,c4
HORVU.MOREX.r3.1HG0071010,36,53,79,34,c4
HORVU.MOREX.r3.1HG0071020,1328,1915,1605,988,c2
HORVU.MOREX.r3.1HG0071210,278,450,1778,1913,c5
HORVU.MOREX.r3.1HG0071390,393,400,13,8,c1
HORVU.MOREX.r3.1HG0071490,253,313,259,170,c6
HORVU.MOREX.r3.1HG0071500,130,416,1473,964,c2
HORVU.MOREX.r3.1HG0071630,331,481,420,307,c2
HORVU.MOREX.r3.1HG0071650,579,1015,766,517,c2
HORVU.MOREX.r3.1HG0071750,730,856,856,1397,c5
HORVU.MOREX.r3.1HG0071800,48,85.66666667,16.66666667,23,c7
HORVU.MOREX.r3.1HG0071920,95,178,644,418,c2
HORVU.MOREX.r3.1HG0071970,477,713,618,541,c2
HORVU.MOREX.r3.1HG0072060,165,184,306,319,c5
HORVU.MOREX.r3.1HG0072150,27,97,271,168,c2
HORVU.MOREX.r3.1HG0072410,221,199,64,36,c1
HORVU.MOREX.r3.1HG0072430,270,223,27,30,c1
HORVU.MOREX.r3.1HG0072580,1225,1010,4416,3823,c2
HORVU.MOREX.r3.1HG0072980,10,6,203,327,c5
HORVU.MOREX.r3.1HG0073070,135,258,197,138,c4
HORVU.MOREX.r3.1HG0073350,52,58,67,86,c1
HORVU.MOREX.r3.1HG0073370,46,50,376,620,c5
HORVU.MOREX.r3.1HG0073420,71,65,83,92,c1
HORVU.MOREX.r3.1HG0073480,38,36,47,33,c1
HORVU.MOREX.r3.1HG0073500,271,17,2,0,c1
HORVU.MOREX.r3.1HG0073550,89,13,1,0,c1
HORVU.MOREX.r3.1HG0073580,28,26,391,360,c5
HORVU.MOREX.r3.1HG0073650,352,216,333,595,c5
HORVU.MOREX.r3.1HG0073670,13,6,9,27,c1
HORVU.MOREX.r3.1HG0073870,490,243,209,120,c4
HORVU.MOREX.r3.1HG0073900,286,268,61,65,c1
HORVU.MOREX.r3.1HG0073940,1130,2479,301,293,c4
HORVU.MOREX.r3.1HG0073950,43,75,80,81,c1
HORVU.MOREX.r3.1HG0074000,64,88,60,60,c1
HORVU.MOREX.r3.1HG0074010,98,80,200,146,c2
HORVU.MOREX.r3.1HG0074030,209,239,544,364,c2
HORVU.MOREX.r3.1HG0074140,40,35,89,62,c1
HORVU.MOREX.r3.1HG0074210,31,30,63,40,c1
HORVU.MOREX.r3.1HG0074260,347,442,317,264,c2
HORVU.MOREX.r3.1HG0074300,58,127,142,113,c4
HORVU.MOREX.r3.1HG0074620,109,73,8,16,c1
HORVU.MOREX.r3.1HG0074710,92,154,110,109,c1
HORVU.MOREX.r3.1HG0074750,393,577,953,739,c2
HORVU.MOREX.r3.1HG0074760,238,338,329,249,c2
HORVU.MOREX.r3.1HG0074840,1.666666667,5,50,25,c7
HORVU.MOREX.r3.1HG0074970,4,2,11,26,c1
HORVU.MOREX.r3.1HG0074980,82,64,21,14,c1
HORVU.MOREX.r3.1HG0075220,190,255,1053,790,c2
HORVU.MOREX.r3.1HG0075240,63,85,93,78,c1
HORVU.MOREX.r3.1HG0075260,218,388,604,476,c2
HORVU.MOREX.r3.1HG0075320,96,83,83,113,c1
HORVU.MOREX.r3.1HG0075340,262,327,38,35,c1
HORVU.MOREX.r3.1HG0075380,347,284,54,38,c1
HORVU.MOREX.r3.1HG0075570,247,237,263,191,c6
HORVU.MOREX.r3.1HG0075620,1412,2119,1768,1639,c2
HORVU.MOREX.r3.1HG0075700,913,1111,851,775,c2
HORVU.MOREX.r3.1HG0075830,122,116,26,27,c1
HORVU.MOREX.r3.1HG0075890,471,675,1022,784,c2
HORVU.MOREX.r3.1HG0075990,312,497,948,670,c2
HORVU.MOREX.r3.1HG0076070,856,908,143,161,c1
HORVU.MOREX.r3.1HG0076150,596,92,2,1,c1
HORVU.MOREX.r3.1HG0076330,68,106,66,89,c1
HORVU.MOREX.r3.1HG0076400,833,786,698,853,c5
HORVU.MOREX.r3.1HG0076530,229,258,220,141,c6
HORVU.MOREX.r3.1HG0076550,253,494,108,92,c1
HORVU.MOREX.r3.1HG0076590,114,155,358,220,c2
HORVU.MOREX.r3.1HG0076600,519,591,845,523,c2
HORVU.MOREX.r3.1HG0076630,40,95,1122,908,c2
HORVU.MOREX.r3.1HG0076640,783,932,727,453,c2
HORVU.MOREX.r3.1HG0076760,12,15,23,23,c1
HORVU.MOREX.r3.1HG0076790,52,50,4,2,c1
HORVU.MOREX.r3.1HG0076850,140,96,27,23,c1
HORVU.MOREX.r3.1HG0077190,850,1852,154,185,c1
HORVU.MOREX.r3.1HG0077230,57,111,123,110,c1
HORVU.MOREX.r3.1HG0077240,155,257,32,29,c1
HORVU.MOREX.r3.1HG0077260,437,411,60,62,c1
HORVU.MOREX.r3.1HG0077280,51,74,118,66,c4
HORVU.MOREX.r3.1HG0077650,35,38,60,53,c1
HORVU.MOREX.r3.1HG0077790,8,15,40,40,c1
HORVU.MOREX.r3.1HG0077930,601,618,105,113,c1
HORVU.MOREX.r3.1HG0077960,28,44,126,69,c4
HORVU.MOREX.r3.1HG0078200,568,710,521,378,c2
HORVU.MOREX.r3.1HG0078270,32,29,39,32,c1
HORVU.MOREX.r3.1HG0078480,87,86,28,15,c1
HORVU.MOREX.r3.1HG0078510,63,50,7,10,c1
HORVU.MOREX.r3.1HG0078550,68,75,13,14,c1
HORVU.MOREX.r3.1HG0078630,94,76,18,17,c1
HORVU.MOREX.r3.1HG0078690,736,498,132,164,c1
HORVU.MOREX.r3.1HG0078760,97,76,9,11,c1
HORVU.MOREX.r3.1HG0078910,104,104,132,106,c1
HORVU.MOREX.r3.1HG0079100,90,107,30,18,c1
HORVU.MOREX.r3.1HG0079120,2684,1414,160,103,c1
HORVU.MOREX.r3.1HG0079280,87,82,13,15,c1
HORVU.MOREX.r3.1HG0079430,5,34,144,171,c5
HORVU.MOREX.r3.1HG0079460,45,159,319,423,c5
HORVU.MOREX.r3.1HG0079540,9,31,90,143,c3
HORVU.MOREX.r3.1HG0079800,120,81,229,240,c5
HORVU.MOREX.r3.1HG0079910,690,880,903,497,c2
HORVU.MOREX.r3.1HG0079920,10,24,27,13,c1
HORVU.MOREX.r3.1HG0079930,21,22,25,15,c1
HORVU.MOREX.r3.1HG0079940,20,27,38,45,c1
HORVU.MOREX.r3.1HG0079990,397,315,69,80,c1
HORVU.MOREX.r3.1HG0080140,330,362,351,272,c2
HORVU.MOREX.r3.1HG0080180,111,119,20,23,c1
HORVU.MOREX.r3.1HG0080310,14,17.66666667,22.66666667,12.33333333,c7
HORVU.MOREX.r3.1HG0080610,307,373,439,327,c2
HORVU.MOREX.r3.1HG0080620,273,370,517,361,c2
HORVU.MOREX.r3.1HG0080630,1797,1737,959,1299,c5
HORVU.MOREX.r3.1HG0080730,131,180,102,110,c1
HORVU.MOREX.r3.1HG0080790,73,51,12,11,c1
HORVU.MOREX.r3.1HG0080800,45,206,658,460,c2
HORVU.MOREX.r3.1HG0080860,128,57,17,11,c1
HORVU.MOREX.r3.1HG0080890,1003,724,147,158,c1
HORVU.MOREX.r3.1HG0080920,126,340,326,178,c6
HORVU.MOREX.r3.1HG0080940,32,110,108,60,c4
HORVU.MOREX.r3.1HG0081110,105,112,136,110,c1
HORVU.MOREX.r3.1HG0081150,87,131,149,95,c4
HORVU.MOREX.r3.1HG0081340,36,47,223,234,c5
HORVU.MOREX.r3.1HG0081410,68,64,90,81,c1
HORVU.MOREX.r3.1HG0081480,57,31,22,24,c1
HORVU.MOREX.r3.1HG0081580,62,60,11,8,c1
HORVU.MOREX.r3.1HG0081630,211,190,42,33,c1
HORVU.MOREX.r3.1HG0081640,141,247,134,118,c1
HORVU.MOREX.r3.1HG0081650,14,31,40,29,c1
HORVU.MOREX.r3.1HG0081690,53,101,195,139,c2
HORVU.MOREX.r3.1HG0081700,114,93,30,18,c1
HORVU.MOREX.r3.1HG0081790,312,287,61,57,c1
HORVU.MOREX.r3.1HG0081820,186,230,201,112,c4
HORVU.MOREX.r3.1HG0081970,283,252,377,576,c5
HORVU.MOREX.r3.1HG0081980,212,178,363,444,c5
HORVU.MOREX.r3.1HG0082040,269,468,1618,1502,c2
HORVU.MOREX.r3.1HG0082060,324,292,63,66,c1
HORVU.MOREX.r3.1HG0082120,595,431,794,1116,c5
HORVU.MOREX.r3.1HG0082230,86,36,10,9,c1
HORVU.MOREX.r3.1HG0082380,139,202,196,157,c6
HORVU.MOREX.r3.1HG0082530,475,692,541,331,c2
HORVU.MOREX.r3.1HG0082570,57,67,78,84,c1
HORVU.MOREX.r3.1HG0082620,194,187,42,52,c1
HORVU.MOREX.r3.1HG0082740,257,378,590,521,c2
HORVU.MOREX.r3.1HG0082790,598,480,116,100,c1
HORVU.MOREX.r3.1HG0083130,9,28,267,389,c5
HORVU.MOREX.r3.1HG0083140,3,8,133,152,c3
HORVU.MOREX.r3.1HG0083250,428,354,65,55,c1
HORVU.MOREX.r3.1HG0083580,20,9,36,40,c1
HORVU.MOREX.r3.1HG0083600,397,616,755,648,c2
HORVU.MOREX.r3.1HG0083630,147,196,205,128,c6
HORVU.MOREX.r3.1HG0083720,240,28,0,0,c1
HORVU.MOREX.r3.1HG0083860,56,95,157,143,c3
HORVU.MOREX.r3.1HG0083900,545,588,380,461,c5
HORVU.MOREX.r3.1HG0083950,135,186,26,30,c1
HORVU.MOREX.r3.1HG0084320,233,325,291,275,c5
HORVU.MOREX.r3.1HG0084390,31,57,559,475,c2
HORVU.MOREX.r3.1HG0084680,216,204,29,31,c1
HORVU.MOREX.r3.1HG0084710,16,17,25,18,c1
HORVU.MOREX.r3.1HG0084740,197,143,50,36,c1
HORVU.MOREX.r3.1HG0084760,81,167,122,66,c4
HORVU.MOREX.r3.1HG0084970,60,75,97,78,c1
HORVU.MOREX.r3.1HG0085100,40,51,64,59,c1
HORVU.MOREX.r3.1HG0085210,266,341,326,266,c2
HORVU.MOREX.r3.1HG0085240,148,134,41,27,c1
HORVU.MOREX.r3.1HG0085320,381,326,101,36,c1
HORVU.MOREX.r3.1HG0085380,900,948,796,998,c5
HORVU.MOREX.r3.1HG0085420,57,53,12,18,c1
HORVU.MOREX.r3.1HG0085590,2,4,15,181,c3
HORVU.MOREX.r3.1HG0085780,9,28,104,47,c4
HORVU.MOREX.r3.1HG0085950,743,1157,880,624,c2
HORVU.MOREX.r3.1HG0086250,119,122,29,20,c1
HORVU.MOREX.r3.1HG0086260,51,77,282,276,c5
HORVU.MOREX.r3.1HG0086350,395,394,444,315,c2
HORVU.MOREX.r3.1HG0086360,162,166,28,26,c1
HORVU.MOREX.r3.1HG0086430,132,156,131,90,c4
HORVU.MOREX.r3.1HG0086460,101,140,120,82,c4
HORVU.MOREX.r3.1HG0086540,3386,4120,3236,2365,c2
HORVU.MOREX.r3.1HG0086640,2,19,29,49,c1
HORVU.MOREX.r3.1HG0086720,99,85,15,10,c1
HORVU.MOREX.r3.1HG0086800,250,303,51,24,c1
HORVU.MOREX.r3.1HG0086920,103,174,189,140,c6
HORVU.MOREX.r3.1HG0087170,84,126,19,20,c1
HORVU.MOREX.r3.1HG0087230,18,30,28,12,c1
HORVU.MOREX.r3.1HG0087250,5,19,31,11,c1
HORVU.MOREX.r3.1HG0087270,424,539,60,74,c1
HORVU.MOREX.r3.1HG0087610,39.33333333,52,9.666666667,9.666666667,c7
HORVU.MOREX.r3.1HG0087620,931,965,105,102,c1
HORVU.MOREX.r3.1HG0087670,309,330,63,48,c1
HORVU.MOREX.r3.1HG0087820,281,92,316,234,c2
HORVU.MOREX.r3.1HG0087850,146,194,303,267,c2
HORVU.MOREX.r3.1HG0087860,14,22,45,29,c1
HORVU.MOREX.r3.1HG0087910,26,18,87,39,c4
HORVU.MOREX.r3.1HG0088480,64,93,138,114,c1
HORVU.MOREX.r3.1HG0088680,819,286,34,60,c1
HORVU.MOREX.r3.1HG0088760,5,12,29,32,c1
HORVU.MOREX.r3.1HG0088960,125,78,176,134,c6
HORVU.MOREX.r3.1HG0089000,330,201,20,17,c1
HORVU.MOREX.r3.1HG0089010,42,98,154,103,c4
HORVU.MOREX.r3.1HG0089070,36,109,153,69,c4
HORVU.MOREX.r3.1HG0089130,83,97,21.33333333,19,c7
HORVU.MOREX.r3.1HG0089190,98,89,15,11,c1
HORVU.MOREX.r3.1HG0089440,287,588,1293,964,c2
HORVU.MOREX.r3.1HG0089480,381,450,0,3,c1
HORVU.MOREX.r3.1HG0089580,92,61,12,9,c1
HORVU.MOREX.r3.1HG0089590,200,195,56,30,c1
HORVU.MOREX.r3.1HG0089770,368,300,5536,4552,c2
HORVU.MOREX.r3.1HG0089780,22,40,4978,7897,c5
HORVU.MOREX.r3.1HG0089900,31,60,2441,2563,c5
HORVU.MOREX.r3.1HG0089920,259,282,2638,2440,c2
HORVU.MOREX.r3.1HG0089950,718,663,743,637,c2
HORVU.MOREX.r3.1HG0090010,38,49.66666667,8.666666667,12,c7
HORVU.MOREX.r3.1HG0090060,37,64,15,10,c1
HORVU.MOREX.r3.1HG0090100,31,37,21,27,c1
HORVU.MOREX.r3.1HG0090130,223,257,25,17,c1
HORVU.MOREX.r3.1HG0090140,426,408,406,457,c5
HORVU.MOREX.r3.1HG0090330,148,122,22,29,c1
HORVU.MOREX.r3.1HG0090410,799,677,69,80,c1
HORVU.MOREX.r3.1HG0090460,115,393,119,120,c1
HORVU.MOREX.r3.1HG0090520,50,192,128,104,c4
HORVU.MOREX.r3.1HG0090650,213,235,48,60.33333333,c7
HORVU.MOREX.r3.1HG0090670,51,19,14,23,c1
HORVU.MOREX.r3.1HG0090740,514,619,551,499,c2
HORVU.MOREX.r3.1HG0090760,27,37,41,33,c1
HORVU.MOREX.r3.1HG0090950,23,43,516,367,c2
HORVU.MOREX.r3.1HG0090990,200,198,160,155,c1
HORVU.MOREX.r3.1HG0091020,2960,4684,2927,3223,c5
HORVU.MOREX.r3.1HG0091070,17,37,62,91,c1
HORVU.MOREX.r3.1HG0091080,86,77,448,264,c2
HORVU.MOREX.r3.1HG0091150,68,44,4,6,c1
HORVU.MOREX.r3.1HG0091260,15,29,10,29,c1
HORVU.MOREX.r3.1HG0091290,989,1038,148,162,c1
HORVU.MOREX.r3.1HG0091340,66,53,10,9,c1
HORVU.MOREX.r3.1HG0091360,117,147,44,26,c1
HORVU.MOREX.r3.1HG0091390,108,304,413,389,c5
HORVU.MOREX.r3.1HG0091930,19,23,31,85,c1
HORVU.MOREX.r3.1HG0091980,284,582,54,51,c1
HORVU.MOREX.r3.1HG0091990,669,1240,80,74,c1
HORVU.MOREX.r3.1HG0092020,297,445,351,372,c5
HORVU.MOREX.r3.1HG0092170,132,60,0,0,c1
HORVU.MOREX.r3.1HG0092410,148,108,32,41,c1
HORVU.MOREX.r3.1HG0092420,15,43,59,28,c1
HORVU.MOREX.r3.1HG0092650,44,29,5,12,c1
HORVU.MOREX.r3.1HG0092660,32,45,43,26,c1
HORVU.MOREX.r3.1HG0092830,320,782,1104,679,c2
HORVU.MOREX.r3.1HG0092850,5,37,132,107,c1
HORVU.MOREX.r3.1HG0092880,347,357,316,194,c6
HORVU.MOREX.r3.1HG0092910,24,6,6,27,c1
HORVU.MOREX.r3.1HG0093050,481,531,651,472,c2
HORVU.MOREX.r3.1HG0093080,43,60,103,70,c1
HORVU.MOREX.r3.1HG0093090,226,264,55,39,c1
HORVU.MOREX.r3.1HG0093280,777,909,168,190,c1
HORVU.MOREX.r3.1HG0093330,133,118,30,25,c1
HORVU.MOREX.r3.1HG0093450,50,26,5,7,c1
HORVU.MOREX.r3.1HG0093550,421,508,831,549,c2
HORVU.MOREX.r3.1HG0093760,24,27,51,26,c1
HORVU.MOREX.r3.1HG0093870,1101,1353,2429,3211,c5
HORVU.MOREX.r3.1HG0093940,600,482,76,70,c1
HORVU.MOREX.r3.1HG0094040,294,327,48,45,c1
HORVU.MOREX.r3.1HG0094050,102,121,20,24,c1
HORVU.MOREX.r3.1HG0094810,108,63,12,15,c1
HORVU.MOREX.r3.1HG0094890,89,64,12,20,c1
HORVU.MOREX.r3.1HG0094920,98,163,53,79,c1
HORVU.MOREX.r3.1HG0095070,332,345,98,62,c1
HORVU.MOREX.r3.1HG0095100,106,128,30,22,c1
HORVU.MOREX.r3.1HG0095200,1573,842,138,127,c1
HORVU.MOREX.r3.1HG0095210,711,532,152,149,c1
HORVU.MOREX.r3.1HG0095230,373,233,60,60,c1
HORVU.MOREX.r3.1HG0095290,162,170,28,32,c1
HORVU.MOREX.r3.1HG0095390,408,443,104,74,c1
HORVU.MOREX.r3.2HG0095510,228,238,569,458,c2
HORVU.MOREX.r3.2HG0095650,31,36,16,25,c1
HORVU.MOREX.r3.2HG0095670,2946,3244,2762,2394,c2
HORVU.MOREX.r3.2HG0095860,785,777,18,18,c1
HORVU.MOREX.r3.2HG0096010,42,34,3,5,c1
HORVU.MOREX.r3.2HG0096080,75,88,10,10,c1
HORVU.MOREX.r3.2HG0096220,69,15,1,0,c1
HORVU.MOREX.r3.2HG0096410,175,136,3,2,c1
HORVU.MOREX.r3.2HG0096440,209,211,61,31,c1
HORVU.MOREX.r3.2HG0096460,21,26,21,13,c1
HORVU.MOREX.r3.2HG0096480,45,30,7,7,c1
HORVU.MOREX.r3.2HG0096500,43,44,5,7,c1
HORVU.MOREX.r3.2HG0096520,153,167,25,22,c1
HORVU.MOREX.r3.2HG0096540,89,105,58,75,c1
HORVU.MOREX.r3.2HG0096750,125,208,493,355,c2
HORVU.MOREX.r3.2HG0096780,78,68,16,13,c1
HORVU.MOREX.r3.2HG0097600,245,308,261,210,c2
HORVU.MOREX.r3.2HG0097620,1707,1226,29,29,c1
HORVU.MOREX.r3.2HG0097640,46,25,283,172,c2
HORVU.MOREX.r3.2HG0097650,9,8,105,46,c4
HORVU.MOREX.r3.2HG0097840,44,59,55,39,c1
HORVU.MOREX.r3.2HG0098030,29,75,241,190,c2
HORVU.MOREX.r3.2HG0098620,146,177,130,91,c4
HORVU.MOREX.r3.2HG0098930,21,48,50,32,c1
HORVU.MOREX.r3.2HG0098970,385,461,98,79,c1
HORVU.MOREX.r3.2HG0098980,24,28,50,38,c1
HORVU.MOREX.r3.2HG0099060,48,17,1,0,c1
HORVU.MOREX.r3.2HG0099170,18,56,136,94,c4
HORVU.MOREX.r3.2HG0099360,41,40,208,139,c2
HORVU.MOREX.r3.2HG0099640,119,272,612,347,c2
HORVU.MOREX.r3.2HG0099690,117,107,24,31,c1
HORVU.MOREX.r3.2HG0099800,31.66666667,23.33333333,26.66666667,17.66666667,c7
HORVU.MOREX.r3.2HG0099840,104,109,30,19,c1
HORVU.MOREX.r3.2HG0099930,30592,27866,5299,5470,c1
HORVU.MOREX.r3.2HG0099990,38,64,50,28,c1
HORVU.MOREX.r3.2HG0100060,1185,1079,909,871,c5
HORVU.MOREX.r3.2HG0100180,234,188,39,33,c1
HORVU.MOREX.r3.2HG0100260,1646,1168,220,190,c1
HORVU.MOREX.r3.2HG0100290,186,161,32,31,c1
HORVU.MOREX.r3.2HG0100360,47.33333333,56.66666667,10,11,c7
HORVU.MOREX.r3.2HG0100380,119,194,5,4,c1
HORVU.MOREX.r3.2HG0100390,141,178,125,118,c1
HORVU.MOREX.r3.2HG0100410,211,213,50,39,c1
HORVU.MOREX.r3.2HG0100680,86,102,272,247,c5
HORVU.MOREX.r3.2HG0100720,72,72,75,63,c1
HORVU.MOREX.r3.2HG0100760,642,739,519,495,c5
HORVU.MOREX.r3.2HG0100770,286,311,450,404,c2
HORVU.MOREX.r3.2HG0101220,74,57,15,19,c1
HORVU.MOREX.r3.2HG0101670,6,13,52,43,c1
HORVU.MOREX.r3.2HG0101890,157,387,972,878,c2
HORVU.MOREX.r3.2HG0102150,145,271,528,312,c2
HORVU.MOREX.r3.2HG0102500,730,360,96,115,c1
HORVU.MOREX.r3.2HG0102600,64,76,60,48,c1
HORVU.MOREX.r3.2HG0102630,30,29,165,117,c6
HORVU.MOREX.r3.2HG0102640,50,78,181,99,c6
HORVU.MOREX.r3.2HG0102650,124,159,161,113,c4
HORVU.MOREX.r3.2HG0102660,30,31,71,58,c1
HORVU.MOREX.r3.2HG0102700,82,77,126,99,c1
HORVU.MOREX.r3.2HG0102890,70,127,105,78,c1
HORVU.MOREX.r3.2HG0102910,304,392,285,163,c6
HORVU.MOREX.r3.2HG0102920,719,555,136,135,c1
HORVU.MOREX.r3.2HG0103170,28,52,34,13,c1
HORVU.MOREX.r3.2HG0103190,68,120,31,20,c1
HORVU.MOREX.r3.2HG0103630,361,323,365,243,c2
HORVU.MOREX.r3.2HG0103660,226,213,34,25,c1
HORVU.MOREX.r3.2HG0103900,56,60,3,2,c1
HORVU.MOREX.r3.2HG0103930,139,85,11,10,c1
HORVU.MOREX.r3.2HG0104620,58,56,138,75,c4
HORVU.MOREX.r3.2HG0104640,256,285,302,189,c6
HORVU.MOREX.r3.2HG0104650,374,425,705,544,c2
HORVU.MOREX.r3.2HG0104660,81,83,221,217,c5
HORVU.MOREX.r3.2HG0104740,408,23,16,10,c1
HORVU.MOREX.r3.2HG0104760,71,12,1,0,c1
HORVU.MOREX.r3.2HG0104780,1642,382,77,63,c1
HORVU.MOREX.r3.2HG0104810,1493,296,51,39,c1
HORVU.MOREX.r3.2HG0104820,117,22,4,2,c1
HORVU.MOREX.r3.2HG0104870,44,105,135,57,c4
HORVU.MOREX.r3.2HG0104880,35,65,76,37,c4
HORVU.MOREX.r3.2HG0105020,38,28,223,258,c5
HORVU.MOREX.r3.2HG0105150,154,229,369,338,c5
HORVU.MOREX.r3.2HG0105270,206,139,21,23,c1
HORVU.MOREX.r3.2HG0105350,131,140,27,23,c1
HORVU.MOREX.r3.2HG0105670,257,324,261,173,c6
HORVU.MOREX.r3.2HG0106260,64,88,24,15,c1
HORVU.MOREX.r3.2HG0106350,82,69,13,23,c1
HORVU.MOREX.r3.2HG0106640,350,311,339,309,c5
HORVU.MOREX.r3.2HG0106870,1634,1407,1045,1063,c5
HORVU.MOREX.r3.2HG0107060,29,24,66,49,c1
HORVU.MOREX.r3.2HG0107420,51,62,44,48,c1
HORVU.MOREX.r3.2HG0107480,381,491,427,333,c2
HORVU.MOREX.r3.2HG0107690,52,86,133,103,c4
HORVU.MOREX.r3.2HG0107710,1367,1265,155,178,c1
HORVU.MOREX.r3.2HG0107800,97,76,25,17,c1
HORVU.MOREX.r3.2HG0107940,22,20,240,162,c2
HORVU.MOREX.r3.2HG0108020,1070,818,91,70,c1
HORVU.MOREX.r3.2HG0108130,81,86,13,20,c1
HORVU.MOREX.r3.2HG0108240,2191,2722,797,511,c4
HORVU.MOREX.r3.2HG0108680,161,456,353,299,c2
HORVU.MOREX.r3.2HG0108930,112,156,120,76,c4
HORVU.MOREX.r3.2HG0109330,42,69,56,69,c1
HORVU.MOREX.r3.2HG0109340,333,683,428,481,c5
HORVU.MOREX.r3.2HG0109400,623,486,21,19,c1
HORVU.MOREX.r3.2HG0109700,18,33,677,515,c2
HORVU.MOREX.r3.2HG0109800,13,77,13,23,c1
HORVU.MOREX.r3.2HG0110060,189,161,40,37,c1
HORVU.MOREX.r3.2HG0110410,60,58,20,11,c1
HORVU.MOREX.r3.2HG0110530,909,1110,1067,912,c2
HORVU.MOREX.r3.2HG0110720,279,286,67,43,c1
HORVU.MOREX.r3.2HG0110760,2184,2862,2059,1644,c2
HORVU.MOREX.r3.2HG0110850,211,446,564,553,c5
HORVU.MOREX.r3.2HG0110920,21,29,44,20,c1
HORVU.MOREX.r3.2HG0110980,49,51,10,6,c1
HORVU.MOREX.r3.2HG0111100,1109,1493,984,964,c5
HORVU.MOREX.r3.2HG0111190,75,118,128,100,c1
HORVU.MOREX.r3.2HG0111250,43,31,5,7,c1
HORVU.MOREX.r3.2HG0111280,152,143,22,20,c1
HORVU.MOREX.r3.2HG0111350,62,81,125,162,c3
HORVU.MOREX.r3.2HG0111370,149,91,120,153,c3
HORVU.MOREX.r3.2HG0111450,8566,11372,1660,1610,c1
HORVU.MOREX.r3.2HG0111480,252,372,262,306,c5
HORVU.MOREX.r3.2HG0111500,1986,2728,1774,1962,c5
HORVU.MOREX.r3.2HG0111520,204,273,41,39,c1
HORVU.MOREX.r3.2HG0111580,298,348,512,294,c2
HORVU.MOREX.r3.2HG0111710,76,138,300,200,c2
HORVU.MOREX.r3.2HG0111820,104,409,1024,972,c5
HORVU.MOREX.r3.2HG0111890,15,23,110,38,c4
HORVU.MOREX.r3.2HG0111920,201,195,255,129,c6
HORVU.MOREX.r3.2HG0111960,167,182,256,128,c6
HORVU.MOREX.r3.2HG0111990,56,31,14,8,c1
HORVU.MOREX.r3.2HG0112010,27,20,26,12,c1
HORVU.MOREX.r3.2HG0112150,79,32,62,71,c1
HORVU.MOREX.r3.2HG0112230,234,357,365,444,c5
HORVU.MOREX.r3.2HG0112380,709,615,150,155,c1
HORVU.MOREX.r3.2HG0112440,377,453,524,544,c5
HORVU.MOREX.r3.2HG0112640,9,17,200,153,c2
HORVU.MOREX.r3.2HG0112900,176,135,23,33,c1
HORVU.MOREX.r3.2HG0112910,138,124,99,120,c1
HORVU.MOREX.r3.2HG0113010,59,67,6,11,c1
HORVU.MOREX.r3.2HG0113190,420,465,449,244,c6
HORVU.MOREX.r3.2HG0113330,6355,3851,1036,1640,c3
HORVU.MOREX.r3.2HG0113490,271,317,194,253,c3
HORVU.MOREX.r3.2HG0113500,25,14,25,22,c1
HORVU.MOREX.r3.2HG0113520,313,388,40,45,c1
HORVU.MOREX.r3.2HG0113530,144,119,26,21,c1
HORVU.MOREX.r3.2HG0113730,147,139,33,23,c1
HORVU.MOREX.r3.2HG0113810,125,171,27,19,c1
HORVU.MOREX.r3.2HG0113890,21,66,4,5,c1
HORVU.MOREX.r3.2HG0113960,201,184,42,53,c1
HORVU.MOREX.r3.2HG0113990,426,493,16,35,c1
HORVU.MOREX.r3.2HG0114130,61,48,11,10,c1
HORVU.MOREX.r3.2HG0114150,257,499,275,496,c5
HORVU.MOREX.r3.2HG0114390,620,708,410,897,c5
HORVU.MOREX.r3.2HG0114710,157,98,23,40,c1
HORVU.MOREX.r3.2HG0114930,305,298,72,34,c1
HORVU.MOREX.r3.2HG0115250,402,353,86,87,c1
HORVU.MOREX.r3.2HG0115380,31,74,25,39,c1
HORVU.MOREX.r3.2HG0115410,257,235,44,50,c1
HORVU.MOREX.r3.2HG0115850,19,32,142,199,c5
HORVU.MOREX.r3.2HG0115940,252,194,44,34,c1
HORVU.MOREX.r3.2HG0116000,562,539,92,121,c1
HORVU.MOREX.r3.2HG0116070,77,84,16,13,c1
HORVU.MOREX.r3.2HG0116220,238,218,51,65,c1
HORVU.MOREX.r3.2HG0116280,280,231,41,28,c1
HORVU.MOREX.r3.2HG0116360,5,9,25,41,c1
HORVU.MOREX.r3.2HG0116520,96,81,14,15,c1
HORVU.MOREX.r3.2HG0116760,828,833,159,152,c1
HORVU.MOREX.r3.2HG0116900,1333,745,30,52,c1
HORVU.MOREX.r3.2HG0117030,15607,13057,3362,2198,c4
HORVU.MOREX.r3.2HG0117080,49,50,60,34,c1
HORVU.MOREX.r3.2HG0117100,163,144,46,28,c1
HORVU.MOREX.r3.2HG0117250,928,773,216,163,c1
HORVU.MOREX.r3.2HG0117340,2275,3651,1921,1979,c5
HORVU.MOREX.r3.2HG0117530,3463,3561,3317,3307,c5
HORVU.MOREX.r3.2HG0117540,372,387,78,72,c1
